# MANUALLY REVIEWED - project field declarations at dafd1048; AST extraction supplies coverage, not semantic verdicts.
declaration	record	field	datatype	verdict	finding	evidence	note
include/kf/game_actor.h:301	KfActor	cell_x	u16	numeric		include/kf/game_actor.h:301;src/game/actor.c:128;src/game/actor.c:138;src/game/actor.c:173;src/game/actor.c:765;src/game/actor_behavior.c:409;src/game/actor_behavior.c:456;src/game/actor_behavior.c:677;src/game/actor_behavior.c:802;src/game/actor_behavior.c:864;src/game/actor_behavior.c:1057;src/game/actor_behavior.c:1336;src/game/actor_pool.c:75;src/game/magic.c:99;src/game/render_scene.c:66;src/game/render_scene.c:79	map cell x; every band load is lhu
include/kf/game_actor.h:302	KfActor	cell_z	u16	numeric		include/kf/game_actor.h:302;src/game/actor.c:129;src/game/actor.c:139;src/game/actor.c:173;src/game/actor.c:765;src/game/actor_behavior.c:393;src/game/actor_behavior.c:457;src/game/actor_behavior.c:678;src/game/actor_behavior.c:803;src/game/actor_behavior.c:864;src/game/actor_behavior.c:1057;src/game/actor_behavior.c:1336;src/game/actor_pool.c:76;src/game/magic.c:99;src/game/render_scene.c:60;src/game/render_scene.c:74	map cell z; every band load is lhu
include/kf/game_actor.h:303	KfActor	unknown_1a	s16	unresolved		include/kf/game_actor.h:303	meaning unresolved
include/kf/game_actor.h:304	KfActor	position	VECTOR	aggregate		include/kf/game_actor.h:304;src/game/actor.c:128;src/game/actor.c:129;src/game/actor.c:135;src/game/actor.c:136;src/game/actor.c:137;src/game/actor.c:495;src/game/actor.c:496;src/game/actor.c:549;src/game/actor.c:581;src/game/actor.c:585;src/game/actor.c:593;src/game/actor.c:706;src/game/actor.c:709;src/game/actor.c:748;src/game/actor.c:749;src/game/actor.c:766;src/game/actor.c:790;src/game/actor.c:791;src/game/actor.c:822;src/game/actor.c:823;src/game/actor.c:860;src/game/actor.c:861;src/game/actor_behavior.c:365;src/game/actor_behavior.c:380;src/game/actor_behavior.c:392;src/game/actor_behavior.c:398;src/game/actor_behavior.c:408;src/game/actor_behavior.c:454;src/game/actor_behavior.c:455;src/game/actor_behavior.c:541;src/game/actor_behavior.c:542;src/game/actor_behavior.c:543;src/game/actor_behavior.c:632;src/game/actor_behavior.c:633;src/game/actor_behavior.c:638;src/game/actor_behavior.c:639;src/game/actor_behavior.c:655;src/game/actor_behavior.c:656;src/game/actor_behavior.c:660;src/game/actor_behavior.c:674;src/game/actor_behavior.c:675;src/game/actor_behavior.c:677;src/game/actor_behavior.c:678;src/game/actor_behavior.c:757;src/game/actor_behavior.c:758;src/game/actor_behavior.c:759;src/game/actor_behavior.c:768;src/game/actor_behavior.c:774;src/game/actor_behavior.c:775;src/game/actor_behavior.c:782;src/game/actor_behavior.c:784;src/game/actor_behavior.c:792;src/game/actor_behavior.c:793;src/game/actor_behavior.c:802;src/game/actor_behavior.c:803;src/game/actor_behavior.c:830;src/game/actor_behavior.c:831;src/game/actor_behavior.c:832;src/game/actor_behavior.c:897;src/game/actor_behavior.c:898;src/game/actor_behavior.c:910;src/game/actor_behavior.c:911;src/game/actor_behavior.c:960;src/game/actor_behavior.c:968;src/game/actor_behavior.c:975;src/game/actor_behavior.c:993;src/game/actor_behavior.c:994;src/game/actor_behavior.c:1093;src/game/actor_behavior.c:1094;src/game/actor_behavior.c:1095;src/game/actor_behavior.c:1148;src/game/actor_behavior.c:1150;src/game/actor_behavior.c:1151;src/game/actor_behavior.c:1157;src/game/actor_behavior.c:1158;src/game/actor_behavior.c:1210;src/game/actor_behavior.c:1217;src/game/actor_behavior.c:1218;src/game/actor_behavior.c:1238;src/game/actor_behavior.c:1281;src/game/actor_behavior.c:1282;src/game/actor_behavior.c:1287;src/game/actor_behavior.c:1292;src/game/actor_behavior.c:1297;src/game/actor_behavior.c:1298;src/game/actor_behavior.c:1304;src/game/actor_behavior.c:1306;src/game/actor_behavior.c:1308;src/game/actor_behavior.c:1324;src/game/actor_pool.c:72;src/game/actor_pool.c:73;src/game/actor_pool.c:74;src/game/collision.c:116;src/game/effect_dispatch.c:517;src/game/effect_dispatch.c:518;src/game/effect_dispatch.c:521;src/game/entity_model_render.c:35;src/game/entity_model_render.c:36;src/game/entity_model_render.c:37;src/game/magic.c:102;src/game/magic.c:105;src/game/magic.c:146;src/game/player_warp.c:279;src/game/player_warp.c:287	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_actor.h:305	KfActor	rotation	KfRotation	aggregate		include/kf/game_actor.h:305;src/game/actor.c:149;src/game/actor.c:150;src/game/actor.c:151;src/game/actor.c:169;src/game/actor.c:171;src/game/actor.c:497;src/game/actor.c:746;src/game/actor.c:788;src/game/actor.c:820;src/game/actor.c:858;src/game/actor_behavior.c:415;src/game/actor_behavior.c:472;src/game/actor_behavior.c:474;src/game/actor_behavior.c:476;src/game/actor_behavior.c:536;src/game/actor_behavior.c:537;src/game/actor_behavior.c:538;src/game/actor_behavior.c:544;src/game/actor_behavior.c:603;src/game/actor_behavior.c:605;src/game/actor_behavior.c:634;src/game/actor_behavior.c:635;src/game/actor_behavior.c:1152;src/game/actor_behavior.c:1189;src/game/actor_behavior.c:1222;src/game/actor_behavior.c:1223;src/game/actor_behavior.c:1227;src/game/collision.c:117;src/game/entity_model_render.c:39;src/game/entity_model_render.c:40;src/game/player_warp.c:280;src/game/player_warp.c:288	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_actor.h:306	KfActor	animation_cache	struct KfPoolRecord *	pointer		include/kf/game_actor.h:306;src/game/actor.c:235;src/game/entity_model_render.c:53	Address or pointer table; not a finite selector.
include/kf/game_actor.h:307	KfActor	action_progress	KfActorActionProgress	typed_enum		include/kf/game_actor.h:307;src/game/actor.c:164;src/game/actor.c:243;src/game/actor.c:723;src/game/actor.c:762;src/game/actor.c:805;src/game/actor.c:842;src/game/actor_behavior.c:125;src/game/actor_behavior.c:128;src/game/actor_behavior.c:245;src/game/actor_behavior.c:689;src/game/actor_behavior.c:690;src/game/actor_behavior.c:699;src/game/actor_behavior.c:771;src/game/actor_behavior.c:820;src/game/actor_behavior.c:867;src/game/actor_behavior.c:868;src/game/actor_behavior.c:875;src/game/actor_behavior.c:876;src/game/actor_behavior.c:889;src/game/actor_behavior.c:891;src/game/actor_behavior.c:903;src/game/actor_behavior.c:915;src/game/actor_behavior.c:916;src/game/actor_behavior.c:918;src/game/actor_behavior.c:925;src/game/actor_behavior.c:926;src/game/actor_behavior.c:933;src/game/actor_behavior.c:945;src/game/actor_behavior.c:946;src/game/actor_behavior.c:982;src/game/actor_behavior.c:986;src/game/actor_behavior.c:987;src/game/actor_behavior.c:1011;src/game/actor_behavior.c:1012;src/game/actor_behavior.c:1023;src/game/actor_behavior.c:1040;src/game/actor_behavior.c:1050;src/game/actor_behavior.c:1053;src/game/actor_behavior.c:1054;src/game/actor_behavior.c:1075;src/game/actor_behavior.c:1079;src/game/actor_behavior.c:1085;src/game/actor_behavior.c:1104;src/game/actor_behavior.c:1118;src/game/actor_behavior.c:1119;src/game/actor_behavior.c:1130;src/game/actor_behavior.c:1142;src/game/actor_behavior.c:1143;src/game/actor_behavior.c:1161;src/game/actor_behavior.c:1166;src/game/actor_behavior.c:1167;src/game/actor_behavior.c:1202;src/game/actor_behavior.c:1203;src/game/actor_behavior.c:1245;src/game/actor_behavior.c:1246;src/game/actor_behavior.c:1264	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_actor.h:308	KfActor	collision_state	KfActorCollisionState	typed_enum		include/kf/game_actor.h:308;src/game/actor.c:160;src/game/actor_behavior.c:378;src/game/actor_behavior.c:394;src/game/actor_behavior.c:410;src/game/actor_behavior.c:413;src/game/actor_behavior.c:453;src/game/actor_behavior.c:470;src/game/actor_behavior.c:882;src/game/actor_behavior.c:1211	Same enum type is already enforced by the strict C++ view; this verdict does not certify completeness of its enumerator list.
include/kf/game_actor.h:309	KfActor	movement_yaw	s16	numeric		include/kf/game_actor.h:309;src/game/actor_behavior.c:388;src/game/actor_behavior.c:390;src/game/actor_behavior.c:404;src/game/actor_behavior.c:406;src/game/actor_behavior.c:412;src/game/actor_behavior.c:415;src/game/actor_behavior.c:416;src/game/actor_behavior.c:472;src/game/actor_behavior.c:474;src/game/actor_behavior.c:631;src/game/actor_behavior.c:634;src/game/actor_behavior.c:635;src/game/actor_behavior.c:640;src/game/actor_behavior.c:881;src/game/actor_behavior.c:883;src/game/actor_behavior.c:896;src/game/actor_behavior.c:909;src/game/actor_behavior.c:992;src/game/actor_behavior.c:1173;src/game/actor_behavior.c:1179;src/game/actor_behavior.c:1180;src/game/actor_behavior.c:1181;src/game/actor_behavior.c:1184;src/game/actor_behavior.c:1185;src/game/actor_behavior.c:1186;src/game/actor_behavior.c:1189;src/game/actor_behavior.c:1209;src/game/actor_behavior.c:1221;src/game/actor_behavior.c:1223;src/game/actor_behavior.c:1227;src/game/actor_behavior.c:1237	movement heading
include/kf/game_actor.h:310	KfActor	animation_step	s16	numeric		include/kf/game_actor.h:310;src/game/actor.c:663;src/game/actor.c:665;src/game/actor.c:676;src/game/actor.c:678;src/game/actor.c:693;src/game/actor_behavior.c:1061;src/game/actor_behavior.c:1065;src/game/actor_behavior.c:1070	animation increment
include/kf/game_actor.h:311	KfActor	vertical_velocity	s16	numeric		include/kf/game_actor.h:311;src/game/actor.c:161;src/game/actor.c:380;src/game/actor_behavior.c:433;src/game/actor_behavior.c:437;src/game/actor_behavior.c:446;src/game/actor_behavior.c:450;src/game/actor_behavior.c:1060;src/game/actor_behavior.c:1064;src/game/actor_behavior.c:1077;src/game/actor_behavior.c:1091;src/game/actor_behavior.c:1102;src/game/actor_behavior.c:1175;src/game/actor_behavior.c:1282;src/game/actor_behavior.c:1289;src/game/actor_behavior.c:1293;src/game/actor_behavior.c:1298;src/game/actor_behavior.c:1304;src/game/actor_behavior.c:1319;src/game/actor_behavior.c:1328	vertical velocity
include/kf/game_actor.h:312	KfActor	movement_x	s16	numeric		include/kf/game_actor.h:312;src/game/actor_behavior.c:642;src/game/actor_behavior.c:655;src/game/actor_behavior.c:667;src/game/actor_behavior.c:671;src/game/actor_behavior.c:725;src/game/actor_behavior.c:726;src/game/actor_behavior.c:727;src/game/actor_behavior.c:730;src/game/actor_behavior.c:731;src/game/actor_behavior.c:732;src/game/actor_behavior.c:757;src/game/actor_behavior.c:780;src/game/actor_behavior.c:1172	x movement component
include/kf/game_actor.h:313	KfActor	movement_z	s16	numeric		include/kf/game_actor.h:313;src/game/actor_behavior.c:643;src/game/actor_behavior.c:656;src/game/actor_behavior.c:668;src/game/actor_behavior.c:670;src/game/actor_behavior.c:736;src/game/actor_behavior.c:737;src/game/actor_behavior.c:738;src/game/actor_behavior.c:741;src/game/actor_behavior.c:742;src/game/actor_behavior.c:743;src/game/actor_behavior.c:758;src/game/actor_behavior.c:799;src/game/actor_behavior.c:1171	z movement component
include/kf/game_actor.h:314	KfActor	movement_y	s16	numeric		include/kf/game_actor.h:314;src/game/actor_behavior.c:747;src/game/actor_behavior.c:748;src/game/actor_behavior.c:749;src/game/actor_behavior.c:752;src/game/actor_behavior.c:753;src/game/actor_behavior.c:754;src/game/actor_behavior.c:759;src/game/actor_behavior.c:789;src/game/actor_behavior.c:1170	y movement component
include/kf/game_actor.h:315	KfActor	unknown_46	u8[2]	unresolved		include/kf/game_actor.h:315	meaning unresolved
include/kf/game_actor.h:343	KfActorState	definitions	KfActorDefinitionTable	aggregate		include/kf/game_actor.h:343;src/game/actor.c:165;src/game/actor.c:278;src/game/actor.c:326;src/game/actor.c:435;src/game/actor.c:632;src/game/actor.c:654;src/game/actor_pool.c:89;src/game/actor_pool.c:90;src/game/collision.c:114;src/game/effect_dispatch.c:514;src/game/entity_model_render.c:48;src/game/map_load.c:176;src/game/map_load.c:177;src/game/map_load.c:178;src/game/map_load.c:179;src/game/map_load.c:180;src/game/map_scripts.c:202;src/game/map_scripts.c:203;src/game/map_scripts.c:204;src/game/map_scripts.c:205;src/game/map_scripts.c:206	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_actor.h:344	KfActorState	actors	KfActor[128]	aggregate		include/kf/game_actor.h:344;src/game/actor.c:89;src/game/actor.c:206;src/game/actor.c:229;src/game/actor.c:252;src/game/actor.c:277;src/game/actor.c:325;src/game/actor.c:416;src/game/actor.c:527;src/game/actor.c:615;src/game/actor.c:653;src/game/actor.c:869;src/game/actor_pool.c:15;src/game/actor_pool.c:40;src/game/collision.c:113;src/game/map_events.c:217;src/game/map_load.c:68;src/game/map_load.c:145;src/game/map_scripts.c:85;src/game/map_scripts.c:122;src/game/player_update.c:465;src/game/render_scene.c:51	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_actor.h:345	KfActorState	player_position	VECTOR	aggregate		include/kf/game_actor.h:345;src/game/actor.c:118;src/game/actor.c:482;src/game/actor.c:483;src/game/actor.c:484;src/game/actor.c:495;src/game/actor.c:496;src/game/actor.c:748;src/game/actor.c:749;src/game/actor.c:790;src/game/actor.c:791;src/game/actor.c:822;src/game/actor.c:823;src/game/actor.c:860;src/game/actor.c:861;src/game/actor_behavior.c:269;src/game/actor_behavior.c:271;src/game/actor_behavior.c:322;src/game/actor_behavior.c:324;src/game/actor_behavior.c:337;src/game/actor_behavior.c:339;src/game/actor_behavior.c:563;src/game/actor_behavior.c:564;src/game/actor_behavior.c:568;src/game/actor_behavior.c:572;src/game/actor_behavior.c:632;src/game/actor_behavior.c:633;src/game/actor_behavior.c:638;src/game/actor_behavior.c:639;src/game/actor_behavior.c:702;src/game/actor_behavior.c:704;src/game/actor_behavior.c:897;src/game/actor_behavior.c:898;src/game/actor_behavior.c:910;src/game/actor_behavior.c:911;src/game/actor_behavior.c:936;src/game/actor_behavior.c:938;src/game/actor_behavior.c:993;src/game/actor_behavior.c:994;src/game/actor_behavior.c:1000;src/game/actor_behavior.c:1002;src/game/actor_behavior.c:1026;src/game/actor_behavior.c:1028;src/game/actor_behavior.c:1107;src/game/actor_behavior.c:1109;src/game/actor_behavior.c:1133;src/game/actor_behavior.c:1135;src/game/actor_behavior.c:1267;src/game/actor_behavior.c:1269	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_actor.h:346	KfActorState	player_rotation	SVECTOR	aggregate		include/kf/game_actor.h:346;src/game/actor.c:121	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/game_actor.h:347	KfActorState	current_definition	KfActorDefinition *	pointer		include/kf/game_actor.h:347;src/game/actor.c:474;src/game/actor.c:654;src/game/actor_behavior.c:118;src/game/actor_behavior.c:260;src/game/actor_behavior.c:359;src/game/actor_behavior.c:466;src/game/actor_behavior.c:495;src/game/actor_behavior.c:657;src/game/actor_behavior.c:686;src/game/actor_behavior.c:720;src/game/actor_behavior.c:811;src/game/actor_behavior.c:852	Address or pointer table; not a finite selector.
include/kf/game_actor.h:348	KfActorState	current	KfActor *	pointer		include/kf/game_actor.h:348;src/game/actor.c:184;src/game/actor.c:432;src/game/actor.c:475;src/game/actor.c:540;src/game/actor.c:629;src/game/actor.c:652;src/game/actor.c:699;src/game/actor.c:720;src/game/actor.c:759;src/game/actor.c:802;src/game/actor.c:835;src/game/actor_behavior.c:117;src/game/actor_behavior.c:259;src/game/actor_behavior.c:358;src/game/actor_behavior.c:465;src/game/actor_behavior.c:494;src/game/actor_behavior.c:627;src/game/actor_behavior.c:650;src/game/actor_behavior.c:685;src/game/actor_behavior.c:719;src/game/actor_behavior.c:810;src/game/actor_behavior.c:851	Address or pointer table; not a finite selector.
include/kf/game_actor.h:349	KfActorState	current_index	u16	numeric		include/kf/game_actor.h:349;src/game/actor.c:655	index of the actor being updated
include/kf/game_actor.h:350	KfActorState	current_definition_id	u16	numeric		include/kf/game_actor.h:350;src/game/actor.c:656	definition id of the actor being updated
include/kf/game_actor.h:351	KfActorState	player_target	KfActor *	pointer		include/kf/game_actor.h:351;src/game/actor.c:769;src/game/actor.c:770;src/game/magic.c:84;src/game/player_update.c:447;src/game/player_update.c:461	Address or pointer table; not a finite selector.
